exac_id,name
amnhp_1000540,"Deming, Edwin Willard, 1860-1942"
amnhp_1000541,"Demorest, Max Harrison"
amnhp_1000542,"Denham, Reginald, 1894-1983"
amnhp_1000543,"Denison, John Hopkins, 1906-1943"
amnhp_1000544,"Densmore, Frances, 1867-1957"
amnhp_1000545,"Denton, Sherman F. (Sherman Foote), 1856-1937"
amnhp_1000546,"Derby, Ethel Roosevelt"
amnhp_1000547,"DeSalle, Rob"
amnhp_1000549,"Detwiller, Frederick Knecht, 1882-1953"
amnhp_1000550,"Devoe, Alan, 1909-1955"
amnhp_1000551,"Voogt, Alexander J. de"
amnhp_1000552,"DeWind, Joan Mosenthat"
amnhp_1000553,"Diamond, Jared M."
amnhp_1000554,"Pires, Fernando Dias de Avila-"
amnhp_1000555,"Dickerman, Robert William, 1926-"
amnhp_1000556,"Dickerson, Mary Cynthia, 1866-1923"
amnhp_1000557,"Dickerson, Roy E. (Roy Ernest), b. 1877"
amnhp_1000558,"Dickey, Herbert Spencer, 1876-"
amnhp_1000559,"Dickinson, Robert Latou, 1861-1950"
amnhp_1000560,"Dillon, James"
amnhp_1000561,"Dimock, Julian A. (Julian Anthony), 1873-1945"
amnhp_1000562,"Dingerkus, Guido"
amnhp_1000563,"diPalma, Gaetano"
amnhp_1000564,"DiSimone, Anthony F."
amnhp_1000565,"Ditmars, Raymond Lee, 1876-1942"
amnhp_1000566,"Dixon, Joseph K. (Joseph Kossuth)"
amnhp_1000567,"Dixon, Roland Burrage, 1875-1934"
amnhp_1000568,"Dobzhansky, Theodosius, 1900-1975"
amnhp_1000569,"Dodge, AG Phelps"
amnhp_1000570,"Dodge, Cleveland Earl"
amnhp_1000571,"Dodge, Cleveland Hadley"
amnhp_1000572,"Dodge, William Earl"
amnhp_1000573,"Dolan, Elizabeth Honor"
amnhp_1000574,"Dole, Gertrude Evelyn, 1915-2001"
amnhp_1000575,"Dominick, Richard Bayard"
amnhp_1000576,"Donaldson, Henry Herbert, 1857-1938"
amnhp_1000577,"Doner, Michele Oka, 1945-"
amnhp_1000578,"D'Orsi, Josephine"
amnhp_1000579,"Dos Passos, Cyril F. (Cyril Franklin), 1887-1986"
amnhp_1000580,"Dossetter, Edward"
amnhp_1000581,"Doughty, Dorothy, 1892-1962"
amnhp_1000582,"Douglas, James, 1837-1918"
amnhp_1000583,"Douglas, Lewis W."
amnhp_1000584,"Douglas, Richard"
amnhp_1000585,"Douglass, Andrew Ellicott, 1819-1901"
amnhp_1000586,"Douglass, A. E. (Andrew Ellicott), 1867-1962"
amnhp_1000587,"Douris, Karen"
amnhp_1000588,"Dowty, Eric"
amnhp_1000589,"Doyle, LF Boker"
amnhp_1000590,"Doyle, Winfield G"
amnhp_1000591,"Draper, Arthur L."
amnhp_1000592,"Drexel, Joseph William"
amnhp_1000593,"Drummond, Isaac Wyman, 1855-1933"
amnhp_1000594,"Du Chaillu, Paul B. (Paul Belloni), 1835-1903"
amnhp_1000595,"Lecomte du Noüy, Pierre, 1883-1947"
amnhp_1000596,"Dubois, Eugène, 1858-1940"
amnhp_1000597,"Ducas, Dorothy"
amnhp_1000598,"Duck, George Ernest"
amnhp_1000599,"Duerden, J. E. (James Edwin), 1869-1937"
amnhp_1000600,"Dugmore, A. Radclyffe (Arthur Radclyffe), 1870-1955"
amnhp_1000601,"Dunbar, Carl Owen, 1891-1979"
amnhp_1000602,"Dunn, E. R. (Emmett Reid), 1894-1956"
amnhp_1000603,"Dupree, Louis, 1925-1989"
amnhp_1000604,"Durrell, Gerald, 1925-1995"
amnhp_1000605,"Dutcher, William, 1846-1920"
amnhp_1000606,"Dwight, Jonathan, 1858-1929"
amnhp_1000607,"Dyer, Walter Gurnee"
amnhp_1000608,"Dyson-Hudson, Neville"
amnhp_1000609,"Dyson-Hudson, Rada"
amnhp_1000610,"Earle, Charles, 1859-1940"
amnhp_1000611,"Earle, Olive Lydia"
amnhp_1000612,"Earle, Sylvia A., 1935-"
amnhp_1000613,"East, Edward M. (Edward Murray), 1879-1938"
amnhp_1000614,"Eastman, Charles Rochester, 1868-1918"
amnhp_1000615,"Eastman, George, 1854-1932"
amnhp_1000616,"Eastman, John R. (John Robie), 1836-1913"
amnhp_1000617,"Eastman, Seth, 1808-1875"
amnhp_1000618,"Eaton, Frederick"
amnhp_1000619,"Eckelberry, Don Richard, 1921-"
amnhp_1000620,"Eddington, Arthur Stanley, Sir, 1882-1944"
amnhp_1000621,"Eddy, Brayton"
amnhp_1000622,"Edgar, Miriam Colon"
amnhp_1000623,"Edinger, Tilly, 1897-1967"
amnhp_1000624,"Edwards, Dorothy Lee"
amnhp_1000625,"Edwards, Henry"
amnhp_1000626,"Edwards, Rick"
amnhp_1000627,"Edwards, William H. (William Henry), 1822-1909"
amnhp_1000628,"Egler, Frank E. (Frank Edwin), 1911-1996"
amnhp_1000629,"Eigenmann, Rosa Smith, 1858-1947"
amnhp_1000630,"Einstein, Albert, 1879-1955"
amnhp_1000631,"Eiseley, Loren C., 1907-1977"
amnhp_1000632,"Eisenmann, Eugene, 1906-1981"
amnhp_1000633,"Putnam, Anne Eisner"
amnhp_1000634,"Ekblaw, Walter Elmer, 1882-1949"
amnhp_1000635,"Ekholm, Gordon F. (Gordon Frederick), 1909-1987"
amnhp_1000636,"Eldredge, Niles"
amnhp_1000637,"Elliot, Daniel Giraud, 1835-1915"
amnhp_1000638,"Elliot, Osborn"
amnhp_1000639,"Ellis, Brooks Fleming, 1897-1976"
amnhp_1000640,"Ellis, Richard, 1938-"
amnhp_1000641,"Ellison, Mick"
amnhp_1000642,"Ellsworth, Duncan S."
amnhp_1000643,"Ellsworth, Lincoln, 1880-1951"
amnhp_1000644,"Eltz, Alexander"
amnhp_1000645,"Elvers, Walter B."
amnhp_1000646,"Elwood, Logan"
amnhp_1000647,"Ely, John Clay"
amnhp_1000648,"Emerson, Alfred E. (Alfred Edwards), 1896-1976"
amnhp_1000649,"Emerson, Benjamin Kendall, 1843-1932"
amnhp_1000650,"Emerson, Edith, 1888-1981"
amnhp_1000651,"Emerson, Ellen Russell, 1837-1907"
amnhp_1000652,"Emerson, William K."
amnhp_1000653,"Emerton, J. H. (James Henry), 1847-1930"
amnhp_1000654,"Emmons, George Thornton"
amnhp_1000655,"Emry, Robert J."
amnhp_1000656,"Englebrekston, Sune"
amnhp_1000657,"Englehardt, George P."
amnhp_1000658,"Erdman, Donald S."
amnhp_1000659,"Sidamon-Eristoff, Anne"
amnhp_1000660,"Erlandsen, John"
amnhp_1000661,"Erskine, Harold Perry, 1879-1951"
amnhp_1000662,"Eshmeyer, R. William"
amnhp_1000663,"Estridge, David"
amnhp_1000664,"Etkin, William, 1906-"
amnhp_1000665,"Evans, Arthur, Sir, 1851-1941"
amnhp_1000666,"Evans, Llewellyn Thomas"
amnhp_1000667,"Everett, Roberta"
amnhp_1000668,"Evermann, Barton Warren, 1853-1932"
amnhp_1000669,"Ewbank, Thomas, 1792-1870"
amnhp_1000670,"Fabri, Alessandro"
amnhp_1000671,"Faber, Betty Lane"
amnhp_1000672,"Fabre, Jean-Henri, 1823-1915"
amnhp_1000673,"Fahnestock, Bruce, 1911-1942"
amnhp_1000674,"Fahnestock, Sheridan, 1912-1965"
amnhp_1000675,"Falkenbach, Charles H."
amnhp_1000676,"Falkenbach, Otto, 1878-1952"
amnhp_1000677,"Falkner, Etta"
amnhp_1000678,"Fall, H. C. (Henry Clinton), 1863-1939"
amnhp_1000679,"Farabee, William Curtis, 1865-1925"
amnhp_1000680,"Farrand, John"
amnhp_1000681,"Farrand, Livingston, 1867-1939"
amnhp_1000682,"Faunce, Wayne"
amnhp_1000683,"Faunthorpe, J. C. (John Champion), 1871-1929"
amnhp_1000684,"Favreau, Marjorie"
amnhp_1000685,"Favreau, Walter"
amnhp_1000686,"Federer, Charles Anthony, 1909-"
amnhp_1000687,"Feinberg, Harold S."
amnhp_1000688,"Felt, Ephraim Porter, 1868-1943"
amnhp_1000689,"Fenton, Carroll Lane, 1900-1969"
amnhp_1000690,"Ferber, Johann Jakob, 1743-1790"
amnhp_1000691,"Ferguson, Walter"
amnhp_1000692,"Fernald, C. H. (Charles Henry), 1838-1921"
amnhp_1000693,"Fernald, Merritt Lyndon, 1873-1950"
amnhp_1000694,"Fernández, Miguel Angel, 1938-"
amnhp_1000695,"Ferraglio, Ludwig G., 1911-"
amnhp_1000696,"Ferry, Louis A."
amnhp_1000697,"Fewkes, Jesse Walter, 1850-1930"
amnhp_1000698,"Fewkes, Vladimir J., 1901-"
amnhp_1000699,"Fiala, Anthony, 1869-1950"
amnhp_1000700,"Field, Benjamin Hazard"
amnhp_1000701,"Fields, Ruth"
amnhp_1000702,"Fierce, Hughlyn F."
amnhp_1000703,"Figgins, J. D. (Jesse Dade), 1867-1944"
amnhp_1000704,"Finsch, O. (Otto), 1839-1917"
amnhp_1000705,"Fisher, Clyde, 1878-1949"
amnhp_1000706,"Fisher, Helen E."
amnhp_1000707,"Fisk, Daniel M."
amnhp_1000708,"Fitch, Asa, 1809-1879"
amnhp_1000709,"Fitzgerald, Edmund J."
amnhp_1000710,"Fitzpatrick, George F."
amnhp_1000711,"Flagg, W. Alston"
amnhp_1000712,"Flaherty, Robert Joseph, 1884-1951"
amnhp_1000713,"Flanders, Sarah E."
amnhp_1000714,"Flanigan, Peter"
amnhp_1000715,"Fleischmann, Max C."
amnhp_1000716,"Fleming, James H."
amnhp_1000717,"Fleming, Williamina P., 1857-1911"
amnhp_1000718,"Flemming, Clare"
amnhp_1000719,"Fletcher, Alice C. (Alice Cunningham), 1838-1923"
amnhp_1000720,"Fletcher, L. (Lazarus), 1854-1921"
amnhp_1000721,"Floyd, Mark"
amnhp_1000722,"Fluke, Charles Lewis, 1891-1959"
amnhp_1000723,"Foley, George"
amnhp_1000724,"Foote, Albert E., 1846-1895"
amnhp_1000725,"Forbes, Stephen Alfred, 1844-1930"
amnhp_1000726,"Forbush, Edward Howe, 1858-1929"
amnhp_1000727,"Ford, James Alfred, 1911-1968"
amnhp_1000728,"Ford, Walton, 1960-"
amnhp_1000729,"Forrester, Frank H."
amnhp_1000730,"Forster, Raymond R., 1922-2000"
amnhp_1000731,"Forte, Loretta"
amnhp_1000732,"Foscato, Victor"
amnhp_1000733,"Foulke, John Brion"
amnhp_1000734,"Fowke, Gerard, 1855-1933"
amnhp_1000735,"Fox, Herbert, 1880-1942"
amnhp_1000736,"Foyles, Edward J."
amnhp_1000737,"Fraley, Philip"
amnhp_1000738,"Franklin, Dwight, 1888-1971"
amnhp_1000739,"Franklin, Kenneth L."
amnhp_1000740,"Fraser, James Earle, 1876-1953"
amnhp_1000741,"Frazer, James George, 1854-1941"
amnhp_1000742,"Freed, Stanley A."
amnhp_1000743,"Freeman, Ethel Cutler"
amnhp_1000744,"Freemantle, Horace"
amnhp_1000745,"Fremiet, Emmanuel, 1824-1910"
amnhp_1000746,"Fretter, Vera"
amnhp_1000747,"Freuchen, Peter, 1886-1957"
amnhp_1000748,"Freudenthal, Hugo D."
amnhp_1000749,"Freund, Rudolf, 1915-1969"
amnhp_1000750,"Frick, Childs, 1883-1965"
amnhp_1000751,"Frick, Henry Clay, 1849-1919"
amnhp_1000752,"Friedhoffer, Mollie"
amnhp_1000753,"Froderstrom, Alma Wentzel, 1883-1952"
amnhp_1000754,"Frost, Darrel R."
amnhp_1000755,"Frost, Edwin Brant, 1866-1935"
amnhp_1000756,"Fry, Gladys Gordon"
amnhp_1000757,"Fryxell, Roald"
amnhp_1000758,"Fuertes, Louis Agassiz, 1874-1927"
amnhp_1000759,"Fulda, Elisabeth Rungius, 1879-1968"
amnhp_1000760,"Funkhouser, W. D. (William Delbert), 1881-1948"
amnhp_1000761,"Furbay, John Henry"
amnhp_1000762,"Fusco, Vincent, 1892-"
amnhp_1000763,"Futter, Ellen V."
amnhp_1000764,"Gaffney, Eugene S."
amnhp_1000765,"Gage, Simon Henry, 1851-1944"
amnhp_1000766,"Gager, C. Stuart (Charles Stuart), 1872-1943"
amnhp_1000767,"Galdikas, Biruté Marija Filomena"
amnhp_1000768,"Gale, Hoyt S. (Hoyt Stoddard), b. 1876"
amnhp_1000769,"Gale, S. I."
amnhp_1000770,"Gallant, Roy A."
amnhp_1000771,"Galton, Francis, 1822-1911"
amnhp_1000772,"Galusha, Ted"
amnhp_1000773,"Gans, Carl, 1923-2009"
amnhp_1000774,"Gardiner, George"
amnhp_1000775,"Gardiner, Henry, 1916-"
amnhp_1000776,"Garman, Samuel, 1843-1927"
amnhp_1000777,"Garretson, Martin S."
amnhp_1000778,"Garstang, John, 1876-1956"
amnhp_1000779,"Garton, Richard I."
amnhp_1000780,"Gast, Paul W."
amnhp_1000781,"Gates, William, 1863-1940"
amnhp_1000782,"Gaultier de la Verendrye, Juliette"
amnhp_1000783,"Gay, Annie Hazel"
amnhp_1000784,"Gaynor, William J."
amnhp_1000785,"Gerber, Toni"
amnhp_1000786,"Gerhard, Georg, 1830-1902"
amnhp_1000787,"Germann, John C."
amnhp_1000788,"Germann, Louise Waller, 1896-1957"
amnhp_1000789,"Gertner, Janina"
amnhp_1000790,"Gertsch, Willis John, 1906-"
amnhp_1000791,"Geselschap, George J."
amnhp_1000792,"Gibson, C. D'W."
amnhp_1000793,"Gidley, James Williams, 1866-1931"
amnhp_1000794,"Gifford, Philip Collins, 1919-2000"
amnhp_1000795,"Gifford, Priscilla"
amnhp_1000796,"Gifford, R. Swain (Robert Swain), 1840-1905"
amnhp_1000797,"Gilbert, Albert Earl"
amnhp_1000798,"Gilbert, Perry W."
amnhp_1000799,"Gilder, Richard Jr."
amnhp_1000800,"Gill, Theodore, 1837-1914"
amnhp_1000801,"Gillespie, Lieut. Col."
amnhp_1000802,"Gilliard, E. Thomas (Ernest Thomas), 1912-1965"
amnhp_1000803,"Gilmore, Charles W. (Charles Whitney), 1874-1945"
amnhp_1000804,"Gilmore, Melvin R. (Melvin Randolph), 1868-1940"
amnhp_1000805,"Gilmore, Raymond M. (Raymond Maurice), 1907-1983"
amnhp_1000806,"Gimbel, Peter R."
amnhp_1000807,"Ginsberg, Sigmund G."
amnhp_1000808,"Glaessner, Martin F. (Martin Fritz), 1906-"
amnhp_1000809,"Glaser, Otto Charles, 1880-"
amnhp_1000810,"Glaser, Rudolf William, 1888-"
amnhp_1000811,"Glasgow,  Robert D."
amnhp_1000812,"Glemby, Maaron"
amnhp_1000813,"Gnam, Rosemarie"
amnhp_1000814,"Goddard, Pliny Earle, 1869-1928"
amnhp_1000815,"Godman, Frederick Du Cane, 1834-1919"
amnhp_1000816,"Goelet, Robert G. (Robert Guestier), 1923-"
amnhp_1000817,"Goldberg, Benjamin J."
amnhp_1000818,"Golden, Charles O., 1899-1976"
amnhp_1000819,"Golden, William T., 1909-2007"
amnhp_1000820,"Goldfinger, Eliot"
amnhp_1000821,"Goldman, Roberta"
amnhp_1000822,"Good, Alice Campbell"
amnhp_1000823,"Goodall, Jane, 1934-"
amnhp_1000824,"Goodman, Thomas L."
amnhp_1000825,"Goodnight, Clarence J. (Clarence James), 1914-1987"
amnhp_1000826,"Goodwin, George C."
amnhp_1000827,"Goodwin, George H."
amnhp_1000828,"Goodwin, Philip R."
amnhp_1000829,"Gooris, Raymond J."
amnhp_1000830,"Gordon, Antoinette K."
amnhp_1000831,"Gordon, Myron, 1899-1959"
amnhp_1000832,"Gott, Rodney Cleveland"
amnhp_1000833,"Gottesman, David S."
amnhp_1000834,"Gould, Laurence McKinley, 1896-1995"
amnhp_1000835,"Gould, Richard A."
amnhp_1000836,"Gould, Stephen Jay"
amnhp_1000837,"Grabau, Amadeus"
amnhp_1000838,"Cunninghame Graham, R. B. (Robert Bontine), 1852-1936"
amnhp_1000839,"Graham, William A."
amnhp_1000840,"Granger, Walter, 1872-1941"
amnhp_1000841,"Granstedt, Oskar"
amnhp_1000842,"Grant, Madison, 1865-1937"
amnhp_1000843,"Gratacap, L. P. (Louis Pope), 1851-1917"
amnhp_1000844,"Graves, George"
amnhp_1000845,"Gray, Alice, 1914-1994"
amnhp_1000846,"Gray, Asa, 1810-1888"
amnhp_1000848,"Greely, A. W. (Adolphus Washington), 1844-1935"
amnhp_1000849,"Green, A. H. (Andrew Haswell), 1820-1903"
amnhp_1000850,"Green, Fitzhugh, 1888-1947"
amnhp_1000851,"Greenwalt, Crawford"
amnhp_1000852,"Greenway, James C. (James Cowan), 1903-1989"
amnhp_1000853,"Greenwood, Peter Humphry"
amnhp_1000854,"Gregory, Herbert E. (Herbert Ernest), 1869-1952"
amnhp_1000855,"Gregory, Richard, Sir, 1864-1952"
amnhp_1000856,"Gregory, William K. (William King), 1876-1970"
amnhp_1000857,"Grenham, Arthur (Art)"
amnhp_1000858,"Grenzig, Albert (Al)"
amnhp_1000859,"Grey of Fallodon, Edward Grey, Viscount, 1862-1933"
amnhp_1000860,"Grey, Zane, 1872-1939"
amnhp_1000861,"Grifo, Francesca"
amnhp_1000862,"Grimaldi, David A."
amnhp_1000863,"Grinnell, George Bird, 1849-1938"
amnhp_1000864,"Grinnell, Henry, 1799-1874"
amnhp_1000865,"Grinnell, Moses Hicks, 1803-1877"
amnhp_1000866,"Griscom, Ludlow, 1890-1959"
amnhp_1000867,"Groff, Charles C."
amnhp_1000868,"Grönvold, Henrik, 1858-1940"
amnhp_1000869,"Grossbeck, John A. (John Arthur), 1883-"
amnhp_1000870,"Grouleff, Capt. Paul Henry"
amnhp_1000871,"Gudger, E. W. (Eugene Willis), 1866-1956"
amnhp_1000872,"Guernsey, Samuel James, 1868-1936"
amnhp_1000873,"Guerry, Joseph M., 1906-1967"
amnhp_1000874,"Gunn, Barbara Dwyer"
amnhp_1000875,"Gunn, James H., 1893-1965"
amnhp_1000876,"Gunz, Helen M."
amnhp_1000877,"Gusakovsky, Nicholas"
amnhp_1000878,"Gutsch, William A."
amnhp_1000879,"Haas, Helen"
amnhp_1000880,"Haas, Otto, 1887-1976"
amnhp_1000881,"Haddon, Alfred C. (Alfred Cort), 1855-1940"
amnhp_1000882,"Hadley, Charles Elmer, 1893-"
amnhp_1000883,"Haeberlin, Herman Karl, 1890-1918"
amnhp_1000884,"Haffenreffer, Rudolf"
amnhp_1000885,"Hagedorn, Hermann, 1882-1964"
amnhp_1000886,"Haight, Anne P."
amnhp_1000887,"Haimbach, Frank"
amnhp_1000888,"Haines, William A."
amnhp_1000889,"Haizlip, Harold C."
amnhp_1000890,"Hale, Harry C."
amnhp_1000891,"Hall, James, 1811-1898"
amnhp_1000892,"Hallowell, Christopher"
amnhp_1000893,"Halpern, Barbara"
amnhp_1000894,"Halpern, Joel M. (Joel Martin), 1929-"
amnhp_1000895,"Halter, Clarence R."
amnhp_1000896,"Hamberger, John"
amnhp_1000897,"Hamburg, David A., 1925-"
amnhp_1000898,"Hamlin, Chauncey J. (Chauncey Jerome), 1881-1963"
amnhp_1000899,"Hamlin, Hannibal, d. 1982"
amnhp_1000900,"Hamonneau, Maurice A."
amnhp_1000901,"Hard, Anson Wales"
amnhp_1000902,"Hare, David"
amnhp_1000903,"Harkness, Lucetta"
amnhp_1000904,"Harkness, Ruth"
amnhp_1000905,"Harkness, W.H."
amnhp_1000906,"Harlan, Richard, 1796-1843"
amnhp_1000907,"Harlow, George E."
amnhp_1000908,"Harmer, S. F. (Sidney Frederic), 1862-1950"
amnhp_1000909,"Harper, Samuel N. (Samuel Northrup), 1882-1943"
amnhp_1000910,"Harriman, E. Roland (Edward Roland), 1895-1978"
amnhp_1000911,"Harrington, M. R. (Mark Raymond), 1882-1971"
amnhp_1000912,"Harrington, Mark Walrod, 1848-1926"
amnhp_1000913,"Harris, J. Arthur (James Arthur), 1880-1930"
amnhp_1000914,"Harrison, Benjamin, 1837-1921"
amnhp_1000915,"Harrold, Cyril Guy"
amnhp_1000916,"Hartmann, Frederick"
amnhp_1000917,"Harvey, David, 1950-"
amnhp_1000918,"Harvey, E. Newton (Edmund Newton), 1887-1959"
amnhp_1000919,"Haskins, Caryl P. (Caryl Parker), 1908-2001"
amnhp_1000920,"Haskins, Edna Ferrell"
amnhp_1000921,"Hassler, William G."
amnhp_1000922,"Hastings, Evelyn G."
amnhp_1000923,"Haswell, William A. (William Aitcheson), 1854-1925"
amnhp_1000924,"Hatt, Robert T. (Robert Torrens), 1902-"
amnhp_1000925,"Haugh, Bruce N."
amnhp_1000926,"Haüy, René Just, 1743-1822"
amnhp_1000927,"Havell, Robert, 1793-1878"
amnhp_1000928,"Havemeyer, Henry Osborne, 1847-1907"
amnhp_1000929,"Haven, George Griswold"
amnhp_1000930,"Hay, Clarence L. (Clarence Leonard), 1884-1969"
amnhp_1000931,"Hay, Oliver Perry, 1846-1930"
amnhp_1000932,"Hayden, Charles"
amnhp_1000933,"Hayden, Edward Everett, 1858-1932"
amnhp_1000934,"Hayden, F. V. (Ferdinand Vandeveer), 1829-1887"
amnhp_1000935,"Hays, Helen"
amnhp_1000936,"Hays, James D."
amnhp_1000937,"Hays, William Jacob, 1830-1875"
amnhp_1000938,"Heath, Harold, 1868-"
amnhp_1000939,"Heaton, Clement J. (Clement John), 1861-1940"
amnhp_1000940,"Hecht, Bessie M."
amnhp_1000941,"Hecht, Max K., 1925-2002"
amnhp_1000942,"Hecht, Selig, 1892-1947"
amnhp_1000943,"Heck, N. H. (Nicholas Hunter), 1882-1953"
amnhp_1000944,"Heckscher, August, 1913-1997"
amnhp_1000945,"Hediger, Heini P."
amnhp_1000946,"Hedin, Sven Anders, 1865-1952"
amnhp_1000947,"Hedlund, Charles J."
amnhp_1000948,"Heilbrun, Lois H."
amnhp_1000949,"Heilner, Van Campen"
amnhp_1000950,"Heilprin, Angelo, 1853-1907"
amnhp_1000951,"Heimberg, Beverly"
amnhp_1000952,"Heine-Geldern, Robert, 1885-1968"
amnhp_1000953,"Helff, O. M."
amnhp_1000954,"Heller, Edmund, 1875-1939"
amnhp_1000955,"Hellman, Elizabeth"
amnhp_1000956,"Hellman, Geoffrey T. (Geoffrey Theodore), 1907-1977"
amnhp_1000957,"Hellman, Milo, 1872-1947"
amnhp_1000958,"Hellman, Robert"
amnhp_1000959,"Hellman, Robert A."
amnhp_1000960,"Helprin, Sydney E."
amnhp_1000961,"Hencken, Lionel E. (Lionel Eberhard), 1905-1968"
amnhp_1000962,"Henn, Arthur Wilbur"
amnhp_1000963,"Hennig, Willi, 1913-1976"
amnhp_1000964,"Henshaw, Samuel, 1852-1941"
amnhp_1000965,"Henson, Matthew Alexander, 1866-1955"
amnhp_1000966,"Hentz, Nicholas Marcellus, 1797-1856"
amnhp_1000967,"Herbert, James Drummond, 1896-1970"
amnhp_1000968,"Herm, C. F."
amnhp_1000969,"Herman, Lee H."
amnhp_1000970,"Hermann, A."
amnhp_1000971,"Hernandez, Mateo, 1885-1949"
amnhp_1000972,"Herrick, F. M. (Francis Marion), 1839-1935"
amnhp_1000973,"Hertel, Frank P."
amnhp_1000974,"Herzfeld, Ernst, 1879-1948"
amnhp_1000975,"Heslin, William"
amnhp_1000976,"Hess, Fred C."
amnhp_1000977,"Hewett, Edgar L. (Edgar Lee), 1865-1946"
amnhp_1000978,"Hewins, Roger H."
amnhp_1000979,"Hewitt, Abram S. (Abram Stevens), 1822-1903"
amnhp_1000980,"Hewitt, Charles Gordon, 1885-1920"
amnhp_1000981,"Heying, Ernest"
amnhp_1000982,"Hibben, Frank C. (Frank Cummings), 1910-2002"
amnhp_1000983,"Hicks, Lawrence Emerson"
amnhp_1000984,"Higginson, Thomas L."
amnhp_1000985,"Hilgard, Eugene W. (Eugene Woldemar), 1833-1916"
amnhp_1000986,"Hill, Donald R., 1939-"
amnhp_1000987,"Hill, Ella C."
amnhp_1000988,"Hill, John Eric, 1907-1947"
amnhp_1000989,"Hill, Peter J."
amnhp_1000990,"Hill, Prentice B."
amnhp_1000991,"Hill, W. P. T., Capt."
amnhp_1000992,"Hill-Tout, Charles, 1858-1944"
amnhp_1000993,"Hiss, Philip Hanson, 1910-1988"
amnhp_1000994,"Hittell, Charles J."
amnhp_1000995,"Hiyama, Yoshio, 1909-1988"
amnhp_1000996,"Hobart, Nicholas"
amnhp_1000997,"Hobbs, William Herbert, 1864-1952"
amnhp_1000998,"Hodge, Frederick Webb, 1864-1956"
amnhp_1000999,"Hoff, C. Clayton (Clarence Clayton), 1908-"
amnhp_1001000,"Hoffman, Charles"
amnhp_1001001,"Hoffman, E. A."
amnhp_1001002,"Hoffman, Malvina, 1887-1966"
amnhp_1001003,"Holden, William H."
amnhp_1001004,"Holder, Charles Frederick, 1851-1915"
amnhp_1001005,"Holder, Joseph Bassett, 1824-1888"
amnhp_1001006,"Holder, Preston, 1907-1980"
amnhp_1001007,"Holland, Maurice, 1891-"
amnhp_1001008,"Holland, W. J. (William Jacob), 1848-1932"
amnhp_1001009,"Holmes, Walter W."
amnhp_1001010,"Holmes, William Henry, 1846-1933"
amnhp_1001011,"Holton, Charlotte P."
amnhp_1001012,"Hood, Ida Richardson"
amnhp_1001013,"Hooton, Earnest Albert, 1887-1954"
amnhp_1001014,"Hope, John William, 1889-"
amnhp_1001015,"Hopkins, Hester Rich"
amnhp_1001016,"Hopkins, Penny M."
amnhp_1001017,"Hora, Jaroslav"
amnhp_1001018,"Horan, Robert"
amnhp_1001019,"Horenstein, Sidney S."
amnhp_1001020,"Hornaday, William T. (William Temple), 1854-1937"
amnhp_1001021,"Horner, John R."
amnhp_1001022,"Horsfall, R. Bruce (Robert Bruce), 1869-1948"
amnhp_1001023,"Horsfield, Thomas, 1773-1859"
amnhp_1001024,"Hough, Franklin B. (Franklin Benjamin), 1822-1885"
amnhp_1001025,"Hough, G. W. (George Washington), 1836-1909"
amnhp_1001026,"Houghton, Douglass, 1809-1845"
amnhp_1001027,"Hovey, Edmund Otis, 1862-1924"
amnhp_1001028,"Hoving, Thomas, 1931-2009"
amnhp_1001029,"Howard, Edgar B."
amnhp_1001030,"Howard, L. O. (Leland Ossian), 1857-1950"
amnhp_1001032,"Howells, W. W. (William White), 1908-2005"
amnhp_1001033,"Hrdlička, Aleš, 1869-1943"
amnhp_1001034,"Hubbard, Charles J."
amnhp_1001035,"Hubbard, H. G. (Henry Guernsey), 1850-1899"
amnhp_1001036,"Hubble, Edwin, 1889-1953"
amnhp_1001037,"Hubley, Richard C."
amnhp_1001038,"Huet, James, 1803-1869"
amnhp_1001039,"Hufty, Page"
amnhp_1001040,"Hughes, Robert Ball, 1806-1868"
amnhp_1001041,"Hull, Frank M. (Frank Montgomery), 1901-1982"
amnhp_1001042,"Hull, Thomas G. (Thomas Gordon), 1889-"
amnhp_1001043,"Humphreys, W. J. (William Jackson), 1862-1949"
amnhp_1001044,"Hunt, George"
amnhp_1001045,"Hunt, Lynn Bogue, 1878-1960"
amnhp_1001046,"Hunter, Clarmont Bruce"
amnhp_1001047,"Huntington, Archer M. (Archer Milton), 1870-1955"
amnhp_1001048,"Huntington, Daniel, 1816-1906"
amnhp_1001049,"Huntington, Dwight W. (Dwight Williams), 1851-1938"
amnhp_1001050,"Huntington, E. Irving"
amnhp_1001051,"Huntington, Ellsworth, 1876-1947"
amnhp_1001052,"Hurley, Frank, 1885-1962"
amnhp_1001053,"Hussakof, Louis, 1881-1965"
amnhp_1001054,"Hussey, Lois J."
amnhp_1001055,"Hutchison, G. Evelyn"
amnhp_1001056,"Hutchison, Paula A."
amnhp_1001057,"Huxley, Julian, 1887-1975"
amnhp_1001058,"Hyatt, Alpheus, 1838-1902"
amnhp_1001059,"Hyde, B. T. B. (Benjamin Talbot Babbitt), d. 1933"
amnhp_1001060,"Hyde, Frederick E."
amnhp_1001061,"Hyman, Libbie Henrietta, 1888-1969"
amnhp_1001062,"Iddings, Joseph Paxton, 1857-"
amnhp_1001063,"Ignatieff, John S."
amnhp_1001064,"Ingelevics, Vid, 1952-"
